Region,Business,Name,Status,RiskCategory,RiskSubCategory,DiscoveryDate,OccurrenceStartDate,NetLoss,RecoveryAmount,EstimatedGrossLoss
North America,Retail Banking,LE_06_572,Not Started,External Fraud,Systems Security,2011-04-07,2011-04-07,500000,125000,500000
Asia Pac,Commercial Banking,LE_06_573,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-04-10,2011-04-13,774024,294129,776500
EMEA,Trading and Sales,LE_06_574,Not Started,"Execution, Delivery and Process Management",Customer Intake and Documentation,2011-04-15,2011-04-18,63088,14510,66500
North America,Retail Banking,LE_06_575,In Progress,External Fraud,Systems Security,2011-04-18,2011-04-19,250721,50144,251200
North America,Retail Banking,LE_06_576,Approved,External Fraud,Theft and Fraud,2011-04-22,2011-04-24,195199,39040,200300
North America,Retail Banking,LE_06_577,Under Review,External Fraud,Theft and Fraud,2011-04-23,2011-04-24,172234,34447,177900
North America,Retail Banking,LE_06_578,Not Started,Internal Fraud,Theft and Fraud,2011-04-23,2011-04-26,265437,71668,272800
EMEA,Retail Banking,LE_06_579,Not Started,External Fraud,Theft and Fraud,2011-04-24,2011-04-27,230535,53023,247800
EMEA,Retail Banking,LE_06_580,Under Review,Internal Fraud,Unauthorized Activity,2011-04-26,2011-04-28,260999,93960,266700
North America,Commercial Banking,LE_06_581,Under Review,Business Disruption and System Failures,Infrastructure and Systems,2011-04-28,2011-05-01,778830,264802,783300
North America,Retail Banking,LE_06_582,Not Started,"Execution, Delivery and Process Management",Trade Counterparties,2011-04-29,2011-04-30,160869,53087,167600
North America,Retail Banking,LE_06_583,Rejected,Employment Practices and Workplace Safety,Diversity and Discrimination,2011-05-02,2011-05-03,126964,40628,122300
North America,Commercial Banking,LE_06_584,In Progress,"Clients, Products and Business Practices",Product Flaws,2011-05-03,2011-05-04,403289,80658,418500
North America,Trading and Sales,LE_06_585,Under Review,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-05-04,2011-05-07,54840,20839,61400
North America,Retail Banking,LE_06_586,Approved,"Execution, Delivery and Process Management",Vendors and Suppliers,2011-05-04,2011-05-07,131660,23699,130900
North America,Retail Banking,LE_06_587,Not Started,"Execution, Delivery and Process Management",Customer/Client Account Management,2011-05-08,2011-05-09,36381,12370,35900
EMEA,Retail Banking,LE_06_588,In Progress,"Execution, Delivery and Process Management",Transaction/Data Management,2011-05-13,2011-05-15,8970,2870,14900
North America,Trading and Sales,LE_06_589,Under Review,"Execution, Delivery and Process Management",Customer Intake and Documentation,2011-05-16,2011-05-19,1052505,410477,1056300
EMEA,Retail Banking,LE_06_590,Approved,"Execution, Delivery and Process Management",Trade Counterparties,2011-05-18,2011-05-21,241140,62696,252400
Asia Pac,Trading and Sales,LE_06_591,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-05-22,2011-05-24,579906,173972,579700
EMEA,Corporate Finance,LE_06_592,Not Started,External Fraud,Systems Security,2011-05-22,2011-05-23,1422118,312866,1429200
Asia Pac,Retail Banking,LE_06_593,In Progress,External Fraud,Theft and Fraud,2011-05-30,2011-05-31,83955,27705,98400
EMEA,Retail Banking,LE_06_594,Under Review,External Fraud,Theft and Fraud,2011-06-02,2011-06-05,246517,96141,261900
North America,Trading and Sales,LE_06_595,Approved,"Execution, Delivery and Process Management",Trade Counterparties,2011-06-08,2011-06-11,234292,51544,232500
North America,Trading and Sales,LE_06_596,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-06-09,2011-06-12,762898,190725,768900
North America,Retail Brokerage,LE_06_597,In Progress,"Clients, Products and Business Practices",Advisory Activities,2011-06-11,2011-06-12,57620,19591,58300
Asia Pac,Retail Banking,LE_06_598,Rejected,External Fraud,Theft and Fraud,2011-06-12,2011-06-15,126066,34038,135900
Asia Pac,Retail Banking,LE_06_599,Rejected,External Fraud,Theft and Fraud,2011-06-21,2011-06-24,199243,73720,210800
North America,Retail Banking,LE_06_600,Approved,External Fraud,Systems Security,2011-06-21,2011-06-22,199519,63846,195900
EMEA,Commercial Banking,LE_06_601,Not Started,External Fraud,Theft and Fraud,2011-06-29,2011-07-02,161731,51754,158000
EMEA,Retail Banking,LE_06_602,Under Review,External Fraud,Theft and Fraud,2011-06-30,2011-07-03,164328,49298,167200
Asia Pac,Agency Services,LE_06_603,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-07-02,2011-07-04,278412,77955,284700
North America,Agency Services,LE_06_604,Under Review,"Execution, Delivery and Process Management",Customer Intake and Documentation,2011-07-02,2011-07-05,744336,260517,747700
North America,Retail Banking,LE_06_605,Rejected,External Fraud,Systems Security,2011-07-05,2011-07-08,103239,32004,114500
EMEA,Trading and Sales,LE_06_606,In Progress,"Execution, Delivery and Process Management",Trade Counterparties,2011-07-08,2011-07-09,312526,71881,318100
North America,Trading and Sales,LE_06_607,Under Review,Employment Practices and Workplace Safety,Employee Relations,2011-07-09,2011-07-12,262264,73434,269800
EMEA,Retail Banking,LE_06_608,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-07-10,2011-07-13,243840,97536,246200
EMEA,Retail Brokerage,LE_06_609,Not Started,"Clients, Products and Business Practices",Product Flaws,2011-07-11,2011-07-14,435475,121933,434800
North America,Retail Banking,LE_06_610,In Progress,External Fraud,Theft and Fraud,2011-07-11,2011-07-14,206537,49569,206300
Asia Pac,Retail Banking,LE_06_611,Rejected,Internal Fraud,Theft and Fraud,2011-07-16,2011-07-17,40798,13871,55500
North America,Retail Banking,LE_06_612,Approved,Employment Practices and Workplace Safety,Safe Environment,2011-07-20,2011-07-22,166850,46718,176500
North America,Trading and Sales,LE_06_613,Not Started,"Execution, Delivery and Process Management",Vendors and Suppliers,2011-07-20,2011-07-23,750531,127590,756700
North America,Commercial Banking,LE_06_614,Not Started,External Fraud,Theft and Fraud,2011-07-24,2011-07-27,728552,225851,732800
North America,Retail Banking,LE_06_615,In Progress,External Fraud,Theft and Fraud,2011-07-27,2011-07-28,236272,94509,236600
North America,Retail Banking,LE_06_616,Under Review,Internal Fraud,Theft and Fraud,2011-07-30,2011-08-01,34356,13399,33000
North America,Retail Banking,LE_06_617,Approved,Internal Fraud,Unauthorized Activity,2011-08-04,2011-08-07,144963,30442,150800
EMEA,Commercial Banking,LE_06_618,Not Started,"Execution, Delivery and Process Management",Customer/Client Account Management,2011-08-09,2011-08-12,661563,264625,659000
Asia Pac,Commercial Banking,LE_06_619,Under Review,External Fraud,Theft and Fraud,2011-08-10,2011-08-13,709259,255333,721700
Asia Pac,Retail Banking,LE_06_620,In Progress,External Fraud,Systems Security,2011-08-12,2011-08-13,82746,17377,80100
Asia Pac,Retail Banking,LE_06_621,Approved,External Fraud,Theft and Fraud,2011-08-15,2011-08-16,28084,7302,39300
Asia Pac,Retail Banking,LE_06_622,Not Started,External Fraud,Theft and Fraud,2011-08-16,2011-08-19,18548,6677,25600
North America,Commercial Banking,LE_06_623,Not Started,"Clients, Products and Business Practices",Advisory Activities,2011-08-16,2011-08-18,175466,35093,187300
EMEA,Retail Banking,LE_06_624,Under Review,External Fraud,Systems Security,2011-08-21,2011-08-22,227259,72723,227800
North America,Asset Management,LE_06_625,Not Started,"Execution, Delivery and Process Management",Transaction/Data Management,2011-08-22,2011-08-23,438956,122908,451400
North America,Retail Banking,LE_06_626,Under Review,"Execution, Delivery and Process Management",Customer Intake and Documentation,2011-08-24,2011-08-27,162880,55379,169300
Asia Pac,Retail Banking,LE_06_627,Rejected,External Fraud,Theft and Fraud,2011-08-25,2011-08-28,170362,68145,172100
North America,Retail Brokerage,LE_06_628,In Progress,"Execution, Delivery and Process Management",Trade Counterparties,2011-08-25,2011-08-28,56171,13481,54500
EMEA,Retail Banking,LE_06_629,Under Review,Employment Practices and Workplace Safety,Safe Environment,2011-08-27,2011-08-29,132615,29175,137700
North America,Retail Banking,LE_06_630,Approved,External Fraud,Theft and Fraud,2011-09-02,2011-09-03,124445,37333,136100
EMEA,Retail Banking,LE_06_631,Not Started,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-09-07,2011-09-08,265000,66250,278000
EMEA,Retail Banking,LE_06_632,In Progress,"Clients, Products and Business Practices","Suitability, Disclosures and Fiduciary",2011-09-08,2011-09-09,207281,58039,208900
EMEA,Agency Services,LE_06_633,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2011-09-08,2011-09-10,5425,2061,12700
EMEA,Retail Banking,LE_06_634,Approved,External Fraud,Theft and Fraud,2011-09-10,2011-09-13,22192,7767,27400
North America,Retail Banking,LE_06_635,Not Started,External Fraud,Systems Security,2011-09-15,2011-09-18,205846,53520,205600
EMEA,Retail Banking,LE_06_636,Not Started,External Fraud,Theft and Fraud,2011-09-19,2011-09-20,175034,38507,185500
North America,Retail Banking,LE_06_637,In Progress,External Fraud,Theft and Fraud,2011-10-01,2011-10-04,188697,64157,202400
Asia Pac,Retail Banking,LE_06_638,Approved,Damage to Physical Assets,Disaster and other events,2011-10-03,2011-10-06,108862,42456,114600
EMEA,Retail Banking,LE_06_639,Under Review,Employment Practices and Workplace Safety,Diversity and Discrimination,2011-10-04,2011-10-05,111399,42332,116100
North America,Asset Management,LE_06_640,Not Started,"Clients, Products and Business Practices","Selection, Sponsorship and Exposure",2011-10-06,2011-10-08,729584,189692,743200
North America,Retail Banking,LE_06_641,In Progress,External Fraud,Theft and Fraud,2011-10-08,2011-10-09,79118,29274,77200
North America,Retail Banking,LE_06_642,Under Review,Internal Fraud,Theft and Fraud,2011-10-09,2011-10-10,157817,39454,160600
Asia Pac,Retail Brokerage,LE_06_643,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-10-11,2011-10-13,439299,162541,445600
North America,Retail Banking,LE_06_644,Not Started,External Fraud,Systems Security,2011-10-11,2011-10-14,262702,55167,261700
Asia Pac,Retail Banking,LE_06_645,Rejected,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-10-16,2011-10-19,271661,57049,267500
EMEA,Commercial Banking,LE_06_646,Under Review,External Fraud,Theft and Fraud,2011-10-16,2011-10-19,816935,269589,815600
EMEA,Retail Banking,LE_06_647,Not Started,External Fraud,Theft and Fraud,2011-10-17,2011-10-18,7292,1823,4400
EMEA,Retail Banking,LE_06_648,Under Review,"Execution, Delivery and Process Management",Customer Intake and Documentation,2011-10-19,2011-10-22,107577,34425,102900
Asia Pac,Commercial Banking,LE_06_649,Rejected,"Execution, Delivery and Process Management",Trade Counterparties,2011-10-21,2011-10-24,603143,150786,609100
North America,Commercial Banking,LE_06_650,In Progress,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-10-24,2011-10-26,921109,230277,919000
Asia Pac,Retail Banking,LE_06_651,Rejected,"Execution, Delivery and Process Management",Vendors and Suppliers,2011-10-27,2011-10-30,37942,3415,44400
Asia Pac,Retail Banking,LE_06_652,Rejected,External Fraud,Theft and Fraud,2011-11-02,2011-11-05,94213,32974,89500
Asia Pac,Retail Banking,LE_06_653,Rejected,Employment Practices and Workplace Safety,Employee Relations,2011-11-03,2011-11-05,60901,18270,76300
Asia Pac,Trading and Sales,LE_06_654,In Progress,"Execution, Delivery and Process Management",Customer/Client Account Management,2011-11-07,2011-11-09,510327,147995,512700
Asia Pac,Retail Banking,LE_06_655,Rejected,Internal Fraud,Unauthorized Activity,2011-11-07,2011-11-09,188232,71528,196900
North America,Commercial Banking,LE_06_656,Approved,"Execution, Delivery and Process Management",Transaction/Data Management,2011-11-07,2011-11-09,168245,53838,166300
North America,Commercial Banking,LE_06_657,Not Started,External Fraud,Systems Security,2011-11-10,2011-11-13,66790,15362,78900
EMEA,Retail Banking,LE_06_658,Not Started,"Execution, Delivery and Process Management",Customer Intake and Documentation,2011-11-15,2011-11-18,237117,78248,242400
EMEA,Retail Banking,LE_06_659,In Progress,External Fraud,Theft and Fraud,2011-11-18,2011-11-20,246022,61506,263200
Asia Pac,Asset Management,LE_06_660,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2011-11-21,2011-11-22,610837,244335,617100
Asia Pac,Retail Banking,LE_06_661,In Progress,External Fraud,Systems Security,2011-11-21,2011-11-24,261244,86210,255300
Asia Pac,Retail Banking,LE_06_662,Approved,External Fraud,Theft and Fraud,2011-11-23,2011-11-24,211652,69845,215800
North America,Retail Banking,LE_06_663,Not Started,External Fraud,Theft and Fraud,2011-11-23,2011-11-24,126820,32973,138100
Asia Pac,Retail Banking,LE_06_664,Approved,External Fraud,Theft and Fraud,2011-11-24,2011-11-26,189149,64311,189400
North America,Retail Banking,LE_06_665,Under Review,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-11-24,2011-11-25,214771,79465,205500
EMEA,Retail Banking,LE_06_666,Not Started,Internal Fraud,Theft and Fraud,2011-11-29,2011-12-01,102593,29752,116700
North America,Retail Banking,LE_06_667,Under Review,Employment Practices and Workplace Safety,Diversity and Discrimination,2011-11-29,2011-12-02,246835,54304,255700
EMEA,Retail Brokerage,LE_06_668,Under Review,"Clients, Products and Business Practices",Improper Business or Market Practices,2011-11-30,2011-12-03,48842,15141,62800
North America,Retail Banking,LE_06_669,Not Started,Employment Practices and Workplace Safety,Safe Environment,2011-11-30,2011-12-01,238099,71430,236400
EMEA,Retail Banking,LE_06_670,Not Started,Employment Practices and Workplace Safety,Employee Relations,2011-12-01,2011-12-02,225290,67587,233800
North America,Retail Brokerage,LE_06_671,Rejected,Employment Practices and Workplace Safety,Safe Environment,2011-12-02,2011-12-05,59813,22131,65900
Asia Pac,Retail Banking,LE_06_672,In Progress,Employment Practices and Workplace Safety,Safe Environment,2011-12-03,2011-12-05,235573,49470,238000
North America,Retail Banking,LE_06_673,Under Review,"Execution, Delivery and Process Management",Trade Counterparties,2011-12-03,2011-12-06,12810,4227,22600
North America,Retail Banking,LE_06_674,Approved,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-12-06,2011-12-07,131323,32831,134800
EMEA,Retail Banking,LE_06_675,Not Started,External Fraud,Theft and Fraud,2011-12-07,2011-12-10,204135,55116,218400
North America,Retail Banking,LE_06_676,In Progress,"Execution, Delivery and Process Management",Reporting and Disclosure,2011-12-14,2011-12-16,84576,31293,98800
North America,Retail Banking,LE_06_677,Under Review,External Fraud,Theft and Fraud,2011-12-20,2011-12-22,214764,83758,228200
Asia Pac,Commercial Banking,LE_06_678,Not Started,External Fraud,Theft and Fraud,2011-12-22,2011-12-25,800061,280021,795700
North America,Commercial Banking,LE_06_679,Approved,External Fraud,Systems Security,2011-12-23,2011-12-25,606149,163660,614900
North America,Retail Banking,LE_06_680,Not Started,External Fraud,Theft and Fraud,2011-12-28,2011-12-29,214501,75075,212800
North America,Retail Banking,z-LE-131,Under Review,External Fraud,Systems Security,2011-12-29,2012-01-01,119532,41836,130600
